fault_id,layer_index,tensor_index,bit_index,accuracy,golden_accuracy,difference,top_5,weight_difference
0,1,"(4, 0, 1, 11)",28,0.669921875,0.669921875,0.0,0.962890625,0.024333164
1,1,"(0, 0, 1, 12)",28,0.669921875,0.669921875,0.0,0.962890625,-0.11004566
2,1,"(4, 1, 2, 20)",28,0.669921875,0.669921875,0.0,0.962890625,0.09540132
3,1,"(2, 4, 0, 42)",28,0.669921875,0.669921875,0.0,0.962890625,0.07026896
4,1,"(4, 2, 0, 23)",28,0.669921875,0.669921875,0.0,0.962890625,-0.1966587
5,1,"(1, 1, 2, 32)",28,0.669921875,0.669921875,0.0,0.9609375,0.11507006
6,1,"(1, 1, 1, 22)",28,0.669921875,0.669921875,0.0,0.9609375,-0.06623406
7,1,"(1, 1, 0, 60)",28,0.669921875,0.669921875,0.0,0.962890625,-0.09578352
8,1,"(1, 0, 0, 13)",28,0.669921875,0.669921875,0.0,0.962890625,-0.11120784
9,1,"(3, 2, 1, 8)",28,0.669921875,0.669921875,0.0,0.9609375,-0.07845028
10,1,"(3, 1, 1, 3)",28,0.669921875,0.669921875,0.0,0.962890625,-0.18716083
11,1,"(4, 0, 1, 43)",28,0.669921875,0.669921875,0.0,0.962890625,0.12957117
12,1,"(4, 2, 0, 16)",28,0.669921875,0.669921875,0.0,0.962890625,-0.07839671
13,1,"(3, 1, 2, 15)",28,0.669921875,0.669921875,0.0,0.962890625,0.112327315
14,1,"(0, 4, 1, 47)",28,0.669921875,0.669921875,0.0,0.9609375,-0.1373192
15,1,"(2, 2, 1, 40)",28,0.669921875,0.669921875,0.0,0.962890625,0.019933268
16,1,"(1, 3, 2, 23)",28,0.669921875,0.669921875,0.0,0.962890625,0.13083474
17,1,"(4, 3, 1, 57)",28,0.669921875,0.669921875,0.0,0.962890625,-0.14265549
18,1,"(3, 0, 0, 34)",28,0.669921875,0.669921875,0.0,0.962890625,0.09201448
19,1,"(2, 1, 0, 10)",28,0.669921875,0.669921875,0.0,0.962890625,0.090908125
20,1,"(0, 0, 1, 49)",28,0.669921875,0.669921875,0.0,0.962890625,0.04550829
21,1,"(3, 0, 0, 61)",28,0.669921875,0.669921875,0.0,0.962890625,-0.09994319
22,1,"(4, 2, 0, 27)",28,0.669921875,0.669921875,0.0,0.962890625,-0.001152784
23,1,"(3, 0, 0, 43)",28,0.669921875,0.669921875,0.0,0.962890625,-0.2787533
24,1,"(4, 4, 1, 4)",28,0.669921875,0.669921875,0.0,0.962890625,0.046673745
25,1,"(1, 0, 0, 18)",28,0.669921875,0.669921875,0.0,0.962890625,-0.038040202
26,1,"(0, 2, 0, 17)",28,0.669921875,0.669921875,0.0,0.962890625,-0.28149518
27,1,"(1, 0, 2, 28)",28,0.669921875,0.669921875,0.0,0.962890625,-0.080270685
28,1,"(4, 0, 0, 1)",28,0.669921875,0.669921875,0.0,0.962890625,-0.06298231
29,1,"(4, 1, 0, 18)",28,0.669921875,0.669921875,0.0,0.962890625,-0.10254131
30,1,"(3, 1, 2, 44)",28,0.669921875,0.669921875,0.0,0.962890625,0.07096592
31,1,"(4, 2, 2, 54)",28,0.669921875,0.669921875,0.0,0.962890625,-0.06999939
32,1,"(0, 1, 2, 22)",28,0.669921875,0.669921875,0.0,0.962890625,0.09086772
33,1,"(2, 0, 2, 15)",28,0.669921875,0.669921875,0.0,0.962890625,-0.102613375
34,1,"(1, 2, 0, 54)",28,0.671875,0.669921875,0.001953125,0.962890625,0.17474444
35,1,"(0, 1, 2, 33)",28,0.669921875,0.669921875,0.0,0.962890625,-0.06279672
36,1,"(4, 2, 0, 55)",28,0.669921875,0.669921875,0.0,0.962890625,0.08866064
37,1,"(0, 1, 1, 39)",28,0.669921875,0.669921875,0.0,0.9609375,-0.04213834
38,1,"(0, 1, 1, 49)",28,0.669921875,0.669921875,0.0,0.962890625,-0.17180347
39,1,"(4, 4, 2, 13)",28,0.669921875,0.669921875,0.0,0.962890625,0.007848771
40,1,"(0, 3, 0, 59)",28,0.673828125,0.669921875,0.00390625,0.962890625,0.21533696
41,1,"(1, 2, 1, 5)",28,0.669921875,0.669921875,0.0,0.9609375,0.21058525
42,1,"(4, 0, 1, 40)",28,0.669921875,0.669921875,0.0,0.962890625,0.009714582
43,1,"(3, 1, 1, 47)",28,0.669921875,0.669921875,0.0,0.962890625,0.15294774
44,1,"(0, 0, 0, 42)",28,0.669921875,0.669921875,0.0,0.9609375,0.07026944
45,1,"(3, 4, 2, 14)",28,0.669921875,0.669921875,0.0,0.962890625,-0.14617653
46,1,"(0, 3, 1, 29)",28,0.669921875,0.669921875,0.0,0.962890625,-0.051517125
47,1,"(1, 2, 0, 19)",28,0.669921875,0.669921875,0.0,0.962890625,-0.014610801
48,1,"(0, 0, 1, 28)",28,0.669921875,0.669921875,0.0,0.962890625,0.034998562
49,1,"(2, 4, 2, 10)",28,0.669921875,0.669921875,0.0,0.962890625,-0.03674661
