fault_id,layer_index,tensor_index,bit_index,accuracy,golden_accuracy,difference,top_5,weight_difference
0,0,"(4, 0, 1, 11)",31,0.666015625,0.669921875,-0.00390625,0.958984375,-0.19035435
1,0,"(0, 0, 1, 12)",31,0.66796875,0.669921875,-0.001953125,0.958984375,0.4589852
2,0,"(4, 1, 2, 20)",31,0.671875,0.669921875,0.001953125,0.9609375,-0.3517315
3,0,"(2, 4, 0, 42)",31,0.669921875,0.669921875,0.0,0.9609375,-0.033911113
4,0,"(4, 2, 0, 23)",31,0.66796875,0.669921875,-0.001953125,0.9609375,-0.13363834
5,0,"(1, 1, 2, 32)",31,0.666015625,0.669921875,-0.00390625,0.96484375,0.33993965
6,0,"(1, 1, 1, 22)",31,0.6640625,0.669921875,-0.005859375,0.9609375,-0.35814956
7,0,"(1, 1, 0, 60)",31,0.66796875,0.669921875,-0.001953125,0.962890625,-0.24508095
8,0,"(1, 0, 0, 13)",31,0.669921875,0.669921875,0.0,0.962890625,0.029858325
9,0,"(3, 2, 1, 8)",31,0.66796875,0.669921875,-0.001953125,0.958984375,-0.21341091
10,0,"(3, 1, 1, 3)",31,0.669921875,0.669921875,0.0,0.9609375,-0.41923574
11,0,"(4, 0, 1, 43)",31,0.669921875,0.669921875,0.0,0.9609375,0.09625925
12,0,"(4, 2, 0, 16)",31,0.66796875,0.669921875,-0.001953125,0.962890625,0.1425622
13,0,"(3, 1, 2, 15)",31,0.673828125,0.669921875,0.00390625,0.962890625,0.42992783
14,0,"(0, 4, 1, 47)",31,0.66796875,0.669921875,-0.001953125,0.95703125,-0.3742911
15,0,"(2, 2, 1, 40)",31,0.669921875,0.669921875,0.0,0.958984375,0.21190275
16,0,"(1, 3, 2, 23)",31,0.671875,0.669921875,0.001953125,0.96484375,-0.42399713
17,0,"(4, 3, 1, 57)",31,0.666015625,0.669921875,-0.00390625,0.962890625,0.11028878
18,0,"(3, 0, 0, 34)",31,0.669921875,0.669921875,0.0,0.958984375,-0.47146448
19,0,"(2, 1, 0, 10)",31,0.66796875,0.669921875,-0.001953125,0.958984375,-0.13797115
20,0,"(0, 0, 1, 49)",31,0.669921875,0.669921875,0.0,0.9609375,-0.07595058
21,0,"(3, 0, 0, 61)",31,0.669921875,0.669921875,0.0,0.9609375,0.09480613
22,0,"(4, 2, 0, 27)",31,0.669921875,0.669921875,0.0,0.9609375,-0.0071305023
23,0,"(3, 0, 0, 43)",31,0.669921875,0.669921875,0.0,0.9609375,0.03983696
24,0,"(4, 4, 1, 4)",31,0.669921875,0.669921875,0.0,0.962890625,-0.256429
25,0,"(1, 0, 0, 18)",31,0.666015625,0.669921875,-0.00390625,0.962890625,-0.30080944
26,0,"(0, 2, 0, 17)",31,0.666015625,0.669921875,-0.00390625,0.962890625,0.1911336
27,0,"(1, 0, 2, 28)",31,0.673828125,0.669921875,0.00390625,0.962890625,0.25244766
28,0,"(4, 0, 0, 1)",31,0.669921875,0.669921875,0.0,0.962890625,-0.035007432
29,0,"(4, 1, 0, 18)",31,0.669921875,0.669921875,0.0,0.95703125,0.51967245
30,0,"(3, 1, 2, 44)",31,0.669921875,0.669921875,0.0,0.9609375,0.014101799
31,0,"(4, 2, 2, 54)",31,0.669921875,0.669921875,0.0,0.962890625,-0.009372952
32,0,"(0, 1, 2, 22)",31,0.673828125,0.669921875,0.00390625,0.96484375,0.4254838
33,0,"(2, 0, 2, 15)",31,0.666015625,0.669921875,-0.00390625,0.962890625,-0.23070753
34,0,"(1, 2, 0, 54)",31,0.6640625,0.669921875,-0.005859375,0.962890625,-0.17410411
35,0,"(0, 1, 2, 33)",31,0.66796875,0.669921875,-0.001953125,0.9609375,-0.10763447
36,0,"(4, 2, 0, 55)",31,0.666015625,0.669921875,-0.00390625,0.962890625,0.16478486
37,0,"(0, 1, 1, 39)",31,0.66796875,0.669921875,-0.001953125,0.962890625,-0.185795
38,0,"(0, 1, 1, 49)",31,0.671875,0.669921875,0.001953125,0.9609375,-0.43151808
39,0,"(4, 4, 2, 13)",31,0.6640625,0.669921875,-0.005859375,0.958984375,-0.25721163
40,0,"(0, 3, 0, 59)",31,0.671875,0.669921875,0.001953125,0.9609375,0.11822185
41,0,"(1, 2, 1, 5)",31,0.66796875,0.669921875,-0.001953125,0.955078125,0.14812371
42,0,"(4, 0, 1, 40)",31,0.669921875,0.669921875,0.0,0.962890625,-0.0012052422
43,0,"(3, 1, 1, 47)",31,0.662109375,0.669921875,-0.0078125,0.958984375,-0.34420717
44,0,"(0, 0, 0, 42)",31,0.671875,0.669921875,0.001953125,0.95703125,0.107859455
45,0,"(3, 4, 2, 14)",31,0.66796875,0.669921875,-0.001953125,0.962890625,0.16927159
46,0,"(0, 3, 1, 29)",31,0.669921875,0.669921875,0.0,0.962890625,0.07341405
47,0,"(1, 2, 0, 19)",31,0.669921875,0.669921875,0.0,0.962890625,-0.23051256
48,0,"(0, 0, 1, 28)",31,0.669921875,0.669921875,0.0,0.962890625,0.112743616
49,0,"(2, 4, 2, 10)",31,0.669921875,0.669921875,0.0,0.9609375,0.05591549
