fault_id,layer_index,tensor_index,bit_index,accuracy,golden_accuracy,difference,top_5,weight_difference
0,0,"(4, 0, 1, 11)",29,0.697265625,0.6953125,0.001953125,0.98046875,-0.10617176908999681
1,0,"(0, 0, 1, 12)",29,0.697265625,0.6953125,0.001953125,0.978515625,0.24464031495153904
2,0,"(4, 1, 2, 20)",29,0.6875,0.6953125,-0.0078125,0.978515625,-0.19172820821404457
3,0,"(2, 4, 0, 42)",29,0.693359375,0.6953125,-0.001953125,0.978515625,0.6658811196684837
4,0,"(4, 2, 0, 23)",29,0.689453125,0.6953125,-0.005859375,0.98046875,0.6818324662744999
5,0,"(1, 1, 2, 32)",29,0.6953125,0.6953125,0.0,0.98046875,0.1645782832056284
6,0,"(1, 1, 1, 22)",29,0.701171875,0.6953125,0.005859375,0.98046875,-0.21079542208462954
7,0,"(1, 1, 0, 60)",29,0.697265625,0.6953125,0.001953125,0.98046875,-0.11655378341674805
8,0,"(1, 0, 0, 13)",29,0.6953125,0.6953125,0.0,0.978515625,-0.33957418613135815
9,0,"(3, 2, 1, 8)",29,0.6953125,0.6953125,0.0,0.978515625,-0.09518744004890323
10,0,"(3, 1, 1, 3)",29,0.697265625,0.6953125,0.001953125,0.978515625,-0.1567614171653986
11,0,"(4, 0, 1, 43)",29,0.693359375,0.6953125,-0.001953125,0.98046875,0.07424932345747948
12,0,"(4, 2, 0, 16)",29,0.693359375,0.6953125,-0.001953125,0.982421875,0.086261126678437
13,0,"(3, 1, 2, 15)",29,0.6953125,0.6953125,0.0,0.982421875,0.21373432595282793
14,0,"(0, 4, 1, 47)",29,0.697265625,0.6953125,0.001953125,0.98046875,-0.1888981405645609
15,0,"(2, 2, 1, 40)",29,0.6953125,0.6953125,0.0,0.978515625,-0.8699883222579956
16,0,"(1, 3, 2, 23)",29,0.697265625,0.6953125,0.001953125,0.98046875,-0.1738807326182723
17,0,"(4, 3, 1, 57)",29,0.697265625,0.6953125,0.001953125,0.98046875,0.09888008376583457
18,0,"(3, 0, 0, 34)",29,0.69921875,0.6953125,0.00390625,0.98046875,-0.2668321318924427
19,0,"(2, 1, 0, 10)",29,0.6953125,0.6953125,0.0,0.98046875,-0.08627684460952878
20,0,"(0, 0, 1, 49)",29,0.701171875,0.6953125,0.005859375,0.982421875,0.3631989862769842
21,0,"(3, 0, 0, 61)",29,0.6953125,0.6953125,0.0,0.986328125,-0.8367806822061539
22,0,"(4, 2, 0, 27)",29,0.693359375,0.6953125,-0.001953125,0.978515625,0.2246163534000516
23,0,"(3, 0, 0, 43)",29,0.69921875,0.6953125,0.00390625,0.98046875,-0.8690630421042442
24,0,"(4, 4, 1, 4)",29,0.703125,0.6953125,0.0078125,0.978515625,0.8873278349637985
25,0,"(1, 0, 0, 18)",29,0.69921875,0.6953125,0.00390625,0.978515625,-0.17196048609912395
26,0,"(0, 2, 0, 17)",29,0.69921875,0.6953125,0.00390625,0.98046875,0.07808521250262856
27,0,"(1, 0, 2, 28)",29,0.6953125,0.6953125,0.0,0.98046875,0.14814068004488945
28,0,"(4, 0, 0, 1)",29,0.70703125,0.6953125,0.01171875,0.98046875,0.6219176277518272
29,0,"(4, 1, 0, 18)",29,0.703125,0.6953125,0.0078125,0.98046875,0.22391918115317822
30,0,"(3, 1, 2, 44)",29,0.69140625,0.6953125,-0.00390625,0.98046875,-0.8197330124676228
31,0,"(4, 2, 2, 54)",29,0.703125,0.6953125,0.0078125,0.98046875,0.7940796948969364
32,0,"(0, 1, 2, 22)",29,0.701171875,0.6953125,0.005859375,0.98046875,0.15837850887328386
33,0,"(2, 0, 2, 15)",29,0.697265625,0.6953125,0.001953125,0.98046875,-0.09457040438428521
34,0,"(1, 2, 0, 54)",29,0.6953125,0.6953125,0.0,0.98046875,-0.08267521252855659
35,0,"(0, 1, 2, 33)",29,0.701171875,0.6953125,0.005859375,0.98046875,0.41769396699965
36,0,"(4, 2, 0, 55)",29,0.6875,0.6953125,-0.0078125,0.978515625,-0.8917891345918179
37,0,"(0, 1, 1, 39)",29,0.6953125,0.6953125,0.0,0.98046875,-0.10518376482650638
38,0,"(0, 1, 1, 49)",29,0.6953125,0.6953125,0.0,0.98046875,-0.15900435764342546
39,0,"(4, 4, 2, 13)",29,0.69921875,0.6953125,0.00390625,0.978515625,-0.15262214746326208
40,0,"(0, 3, 0, 59)",29,0.69921875,0.6953125,0.00390625,0.978515625,0.09431328857317567
41,0,"(1, 2, 1, 5)",29,0.693359375,0.6953125,-0.001953125,0.98046875,0.10035836603492498
42,0,"(4, 0, 1, 40)",29,0.697265625,0.6953125,0.001953125,0.98046875,0.3431005049496889
43,0,"(3, 1, 1, 47)",29,0.697265625,0.6953125,0.001953125,0.98046875,-0.17494526132941246
44,0,"(0, 0, 0, 42)",29,0.697265625,0.6953125,0.001953125,0.978515625,0.07970448164269328
45,0,"(3, 4, 2, 14)",29,0.69921875,0.6953125,0.00390625,0.98046875,0.16691770125180483
46,0,"(0, 3, 1, 29)",29,0.69921875,0.6953125,0.00390625,0.98046875,-0.3402378223836422
47,0,"(1, 2, 0, 19)",29,0.6953125,0.6953125,0.0,0.978515625,0.8452392667531967
48,0,"(0, 0, 1, 28)",29,0.6953125,0.6953125,0.0,0.98046875,-0.8522632233798504
49,0,"(2, 4, 2, 10)",29,0.697265625,0.6953125,0.001953125,0.978515625,-0.5308046266436577
