fault_id,layer_index,tensor_index,bit_index,accuracy,golden_accuracy,difference,top_5,weight_difference
0,1,"(4, 0, 1, 11)",30,0.0859375,0.669921875,-0.583984375,0.453125,-8.2801467e+36
1,1,"(0, 0, 1, 12)",30,0.669921875,0.669921875,0.0,0.962890625,3.7446596e+37
2,1,"(4, 1, 2, 20)",30,0.171875,0.669921875,-0.498046875,0.564453125,-3.2463386e+37
3,1,"(2, 4, 0, 42)",30,0.1171875,0.669921875,-0.552734375,0.5078125,-2.3911288e+37
4,1,"(4, 2, 0, 23)",30,0.677734375,0.669921875,0.0078125,0.958984375,6.691949e+37
5,1,"(1, 1, 2, 32)",30,0.146484375,0.669921875,-0.5234375,0.55078125,-3.9156312e+37
6,1,"(1, 1, 1, 22)",30,0.673828125,0.669921875,0.00390625,0.958984375,2.2538283e+37
7,1,"(1, 1, 0, 60)",30,0.6640625,0.669921875,-0.005859375,0.96484375,3.2593442e+37
8,1,"(1, 0, 0, 13)",30,0.6640625,0.669921875,-0.005859375,0.962890625,3.7842068e+37
9,1,"(3, 2, 1, 8)",30,0.67578125,0.669921875,0.005859375,0.962890625,2.6695246e+37
10,1,"(3, 1, 1, 3)",30,0.669921875,0.669921875,0.0,0.9609375,6.368753e+37
11,1,"(4, 0, 1, 43)",30,0.099609375,0.669921875,-0.5703125,0.515625,-4.4090784e+37
12,1,"(4, 2, 0, 16)",30,0.671875,0.669921875,0.001953125,0.962890625,2.6677017e+37
13,1,"(3, 1, 2, 15)",30,0.162109375,0.669921875,-0.5078125,0.513671875,-3.8223005e+37
14,1,"(0, 4, 1, 47)",30,0.673828125,0.669921875,0.00390625,0.9609375,4.6727305e+37
15,1,"(2, 2, 1, 40)",30,0.123046875,0.669921875,-0.546875,0.509765625,-6.78294e+36
16,1,"(1, 3, 2, 23)",30,0.1640625,0.669921875,-0.505859375,0.544921875,-4.4520756e+37
17,1,"(4, 3, 1, 57)",30,0.669921875,0.669921875,0.0,0.9609375,4.854315e+37
18,1,"(3, 0, 0, 34)",30,0.099609375,0.669921875,-0.5703125,0.5078125,-3.1310904e+37
19,1,"(2, 1, 0, 10)",30,0.1171875,0.669921875,-0.552734375,0.498046875,-3.0934432e+37
20,1,"(0, 0, 1, 49)",30,0.095703125,0.669921875,-0.57421875,0.484375,-1.5485669e+37
21,1,"(3, 0, 0, 61)",30,0.6640625,0.669921875,-0.005859375,0.962890625,3.4008906e+37
22,1,"(4, 2, 0, 27)",30,0.66796875,0.669921875,-0.001953125,0.962890625,3.9227206e+35
23,1,"(3, 0, 0, 43)",30,0.669921875,0.669921875,0.0,0.962890625,9.485484e+37
24,1,"(4, 4, 1, 4)",30,0.09765625,0.669921875,-0.572265625,0.5234375,-1.5882252e+37
25,1,"(1, 0, 0, 18)",30,0.671875,0.669921875,0.001953125,0.9609375,1.294441e+37
26,1,"(0, 2, 0, 17)",30,0.66796875,0.669921875,-0.001953125,0.958984375,9.578785e+37
27,1,"(1, 0, 2, 28)",30,0.66796875,0.669921875,-0.001953125,0.962890625,2.73147e+37
28,1,"(4, 0, 0, 1)",30,0.673828125,0.669921875,0.00390625,0.962890625,2.143177e+37
29,1,"(4, 1, 0, 18)",30,0.669921875,0.669921875,0.0,0.962890625,3.4893e+37
30,1,"(3, 1, 2, 44)",30,0.171875,0.669921875,-0.498046875,0.599609375,-2.4148452e+37
31,1,"(4, 2, 2, 54)",30,0.66796875,0.669921875,-0.001953125,0.962890625,2.3819558e+37
32,1,"(0, 1, 2, 22)",30,0.205078125,0.669921875,-0.46484375,0.634765625,-3.0920683e+37
33,1,"(2, 0, 2, 15)",30,0.6640625,0.669921875,-0.005859375,0.9609375,3.4917522e+37
34,1,"(1, 2, 0, 54)",30,0.126953125,0.669921875,-0.54296875,0.564453125,-5.946245e+37
35,1,"(0, 1, 2, 33)",30,0.669921875,0.669921875,0.0,0.9609375,2.1368616e+37
36,1,"(4, 2, 0, 55)",30,0.11328125,0.669921875,-0.556640625,0.5234375,-3.0169653e+37
37,1,"(0, 1, 1, 39)",30,0.669921875,0.669921875,0.0,0.962890625,1.4338935e+37
38,1,"(0, 1, 1, 49)",30,0.669921875,0.669921875,0.0,0.962890625,5.8461693e+37
39,1,"(4, 4, 2, 13)",30,0.15234375,0.669921875,-0.517578125,0.501953125,-2.6707985e+36
40,1,"(0, 3, 0, 59)",30,0.138671875,0.669921875,-0.53125,0.5859375,-7.327537e+37
41,1,"(1, 2, 1, 5)",30,0.109375,0.669921875,-0.560546875,0.51953125,-7.165845e+37
42,1,"(4, 0, 1, 40)",30,0.09765625,0.669921875,-0.572265625,0.515625,-3.305701e+36
43,1,"(3, 1, 1, 47)",30,0.13671875,0.669921875,-0.533203125,0.513671875,-5.204542e+37
44,1,"(0, 0, 0, 42)",30,0.09765625,0.669921875,-0.572265625,0.4921875,-2.3911452e+37
45,1,"(3, 4, 2, 14)",30,0.671875,0.669921875,0.001953125,0.962890625,4.9741296e+37
46,1,"(0, 3, 1, 29)",30,0.673828125,0.669921875,0.00390625,0.962890625,1.7530369e+37
47,1,"(1, 2, 0, 19)",30,0.66796875,0.669921875,-0.001953125,0.958984375,4.971798e+36
48,1,"(0, 0, 1, 28)",30,0.076171875,0.669921875,-0.59375,0.5,-1.1909394e+37
49,1,"(2, 4, 2, 10)",30,0.666015625,0.669921875,-0.00390625,0.962890625,1.2504223e+37
